"ID","Site","Zone","Habitat","Transect","Class","Order","Family","Genus","GenusSpecies","Length","Abundance","a","b","NT","Lm","Lmax","BodyShape","DemersPelag","PriceCateg","UsedasBait","Aquarium","Importance","Comments"
"BMANM0","BMA","N","M","0","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","5",1,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"BMANM0","BMA","N","M","0","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","5",1,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"BMASF1","BMA","S","F","1","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","5",10,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"BMASF1","BMA","S","F","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",4,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"BMASF2","BMA","S","F","2","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","5",7,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"BMASF3","BMA","S","F","3","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","5",10,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"BMASF3","BMA","S","F","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",20,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"BMASF0","BMA","S","F","0","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus","5",1,0.01,3.07,NA,31,56,"fusiform / normal","demersal","medium","occasionally","public aquariums","minor commercial","A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
"BMASF0","BMA","S","F","0","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus","5",1,NA,NA,NA,NA,NA,"fusiform / normal","reef-associated","medium","never/rarely","public aquariums",NA,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850)."
"BMASF0","BMA","S","F","0","Elasmobranchii","Rajiformes","Rhinobatidae","Zapteryx","Zapteryx exasperata","5",1,NA,NA,NA,NA,NA,"other","reef-associated","medium","never/rarely","never/rarely","minor commercial","Generally in rocky areas but may also be found on sandy bottoms (Ref. 37955).  Reported from tide pools (Ref. 12951).  Relatively docile, harmless rays that are easily approached by divers (Ref. 48844).  Feeds mainly on mollusks and crustaceans (Ref. 37955).    Ovoviviparous (Ref. 50449), with 4 to 11 pups in a litter (Ref. 51576).  Seldom buries itself in sand.
 Etymology: The genus name comes from the Greek <i>za</i>, meaning intensive, and <i>pteryx</i>, meaning fin, in reference to the vertical fins being larger than those of skates. The species name comes from Latin, meaning made rough, in reference to the numerous stellate prickles on its back. (Ref. 48844)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis punctipinnis","5",1,0.01479,2.99,2.7,NA,NA,"fusiform / normal","reef-associated","unknown","never/rarely",NA,"minor commercial","Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Cottidae","Clinocottus","Clinocottus analis","5",1,NA,NA,NA,NA,NA,"elongated","demersal","low","never/rarely","never/rarely",NA,"A resident intertidal species with homing behavior (Ref. 32612).  Often among intertidal algae.  May leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Breathes air when out of water (Ref. 31184)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Embiotocidae","Embiotoca","Embiotoca jacksoni","5",1,0.053184015,2.864,3.3,NA,39,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Embiotocidae","Hypsurus","Hypsurus caryi","5",1,NA,NA,NA,NA,NA,"short and / or deep","demersal","unknown",NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Pomacentridae","Hypsypops","Hypsypops rubicundus","5",1,0.020213841,3.0895,3.2,NA,NA,"short and / or deep","reef-associated","unknown","never/rarely","never/rarely",NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","5",1,0.0133,3,4.3,50,152,"elongated","demersal","low","never/rarely","never/rarely","commercial","Ranges from the intertidal to 475 m depth (Ref. 6793).  Adults are found near rocks, inshore and to 427 m (Ref. 2850).  Young occur on sand or mud bottom of bays and inshore areas (Ref. 2850).  Both migratory and non-migratory populations exist (Ref. 6885).  Adults feed mostly on other fishes but also take crustaceans, octopi and squid (Ref. 4925).  Young feed on copepods and other small crustaceans (Ref. 6885).  A very important sport and commercial species (Ref. 2850).  The liver is rich in vitamin A (Ref. 6885).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Has sharp teeth and gill rakers that can cut fingers if handled."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus","5",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","never/rarely",NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax clathratus","5",1,0.00273,3.27,3.93,NA,72,"fusiform / normal","benthopelagic","very high",NA,NA,"commercial","Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer","5",1,0.01988,3,NA,NA,67,"fusiform / normal","reef-associated","very high",NA,NA,NA,"Usually found on sand bottom among or near rocks from shallow areas to about 183 m depth, but usually at less than 30 m.  Juvenile feed on benthic invertebrates (crabs, bivalves and mysids) and rarely fish; adults prey on fishes (especially <i>Porichthys notatus</i>) and also on crustaceans (Ref. 9342).  Pelagic spawners (Ref. 56049).  Important game fish (Ref. 9342)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","Rhacochilus vacca","5",1,0.0195,3.03,NA,NA,52.71820806,"short and / or deep","demersal","unknown","never/rarely","public aquariums","commercial","Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii","5",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","very high","never/rarely","public aquariums",NA,"Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079)."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes carnatus","5",1,0.0269,3,NA,17,39,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes dallii","5",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Adults occur on or near soft bottom (Ref. 2850).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715)."
"BMASM0","BMA","S","M","0","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serriceps","5",1,NA,NA,NA,NA,NA,"fusiform / normal","demersal","medium","never/rarely","never/rarely",NA,"Occur in rocky areas, usually in crevices (Ref. 2850).  Territorial (Ref. 2850).  Viviparous (Ref. 34817)."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","5",1,0.0289,3,NA,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"BMASM0","BMA","S","M","0","Actinopterygii","Perciformes","Labridae","Semicossyphus","Semicossyphus pulcher","5",1,0.0289,3,3.6,NA,91,"fusiform / normal","reef-associated","very high","never/rarely","commercial","commercial","Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
"BMASM0","BMA","S","M","0","Elasmobranchii","Rajiformes","Rhinobatidae","Zapteryx","Zapteryx exasperata","5",1,NA,NA,NA,NA,NA,"other","reef-associated","medium","never/rarely","never/rarely","minor commercial","Generally in rocky areas but may also be found on sandy bottoms (Ref. 37955).  Reported from tide pools (Ref. 12951).  Relatively docile, harmless rays that are easily approached by divers (Ref. 48844).  Feeds mainly on mollusks and crustaceans (Ref. 37955).    Ovoviviparous (Ref. 50449), with 4 to 11 pups in a litter (Ref. 51576).  Seldom buries itself in sand.
 Etymology: The genus name comes from the Greek <i>za</i>, meaning intensive, and <i>pteryx</i>, meaning fin, in reference to the vertical fins being larger than those of skates. The species name comes from Latin, meaning made rough, in reference to the numerous stellate prickles on its back. (Ref. 48844)."
"SSINF1","SSI","N","F","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",100,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINF2","SSI","N","F","2","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",10,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINF3","SSI","N","F","3","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",60,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINF0","SSI","N","F","0","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella nigricans","5",1,0.0155,3.03,2.8,NA,66,"short and / or deep","benthopelagic","medium","never/rarely","never/rarely","commercial","A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310)."
"SSINM1","SSI","N","M","1","Actinopterygii","Perciformes","Labridae","Oxyjulis","Oxyjulis californica","5",15,0.00447,3.14,3.1,NA,25,"elongated","demersal","very high","never/rarely","commercial",NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
"SSINM2","SSI","N","M","2","Actinopterygii","Perciformes","Embiotocidae","Brachyistius","Brachyistius frenatus","5",5,NA,NA,NA,NA,NA,"fusiform / normal","demersal","unknown","never/rarely","public aquariums",NA,"Found among giant kelp, usually up in kelp canopy.  Feed on small crustaceans, especially ones that live on kelp.  Also a cleaner which picks external parasites from other fishes.  Usually occur in large aggregations in summer (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
